"date","Treasury_3Y"
1983-01-01,9.79492063492063
1983-04-01,9.92301587301587
1983-07-01,11.10171875
1983-10-01,10.9885
1984-01-01,11.1996774193548
1984-04-01,12.6503174603175
1984-07-01,12.6431746031746
1984-10-01,11.1309836065574
1985-01-01,10.683
1985-04-01,9.77365079365079
1985-07-01,9.2815873015873
1985-10-01,8.84596774193548
1986-01-01,7.94183333333333
1986-04-01,7.174375
1986-07-01,6.66265625
1986-10-01,6.48758064516129
1987-01-01,6.51918032786885
1987-04-01,7.71777777777778
1987-07-01,8.13828125
1987-10-01,8.29661290322581
1988-01-01,7.57290322580645
1988-04-01,8.10142857142857
1988-07-01,8.6021875
1988-10-01,8.76229508196721
1989-01-01,9.38213114754098
1989-04-01,8.9
1989-07-01,8.0768253968254
1989-10-01,7.86467741935484
1990-01-01,8.38596774193548
1990-04-01,8.62285714285714
1990-07-01,8.24873015873016
1990-10-01,7.76725806451613
1991-01-01,7.2745
1991-04-01,7.2421875
1991-07-01,6.90328125
1991-10-01,5.84612903225806
1992-01-01,5.77451612903226
1992-04-01,5.7752380952381
1992-07-01,4.685625
1992-10-01,4.99629032258064
1993-01-01,4.62213114754098
1993-04-01,4.41460317460317
1993-07-01,4.32015625
1993-10-01,4.40870967741936
1994-01-01,4.92725806451613
1994-04-01,6.20725806451613
1994-07-01,6.55421875
1994-10-01,7.40213114754098
1995-01-01,7.24951612903226
1995-04-01,6.22888888888889
1995-07-01,5.96650793650794
1995-10-01,5.57903225806452
1996-01-01,5.38161290322581
1996-04-01,6.281875
1996-07-01,6.35421875
1996-10-01,5.94064516129032
1997-01-01,6.191
1997-04-01,6.4240625
1997-07-01,6.01203125
1997-10-01,5.78016129032258
1998-01-01,5.46262295081967
1998-04-01,5.56761904761905
1998-07-01,5.11265625
1998-10-01,4.40790322580645
1999-01-01,4.88786885245902
1999-04-01,5.35484375
1999-07-01,5.7109375
1999-10-01,6.0058064516129
2000-01-01,6.55523809523809
2000-04-01,6.52444444444444
2000-07-01,6.1568253968254
2000-10-01,5.63661290322581
2001-01-01,4.63112903225806
2001-04-01,4.42746031746032
2001-07-01,3.96901639344262
2001-10-01,3.32209677419355
2002-01-01,3.7485
2002-04-01,3.7734375
2002-07-01,2.62609375
2002-10-01,2.26612903225806
2003-01-01,2.07
2003-04-01,1.77365079365079
2003-07-01,2.19625
2003-10-01,2.38048387096774
2004-01-01,2.16306451612903
2004-04-01,2.97193548387097
2004-07-01,2.91953125
2004-10-01,3.05887096774194
2005-01-01,3.62393442622951
2005-04-01,3.73234375
2005-07-01,3.98921875
2005-10-01,4.37229508196721
2006-01-01,4.58258064516129
2006-04-01,4.98730158730159
2006-07-01,4.8684126984127
2006-10-01,4.64870967741935
2007-01-01,4.67967741935484
2007-04-01,4.76359375
2007-07-01,4.41650793650794
2007-10-01,3.51338709677419
2008-01-01,2.17098360655738
2008-04-01,2.6590625
2008-07-01,2.63296875
2008-10-01,1.48096774193548
2009-01-01,1.27147540983607
2009-04-01,1.49539682539683
2009-07-01,1.55796875
2009-10-01,1.39
2010-01-01,1.46885245901639
2010-04-01,1.3790625
2010-07-01,0.83390625
2010-10-01,0.753225806451613
2011-01-01,1.16032258064516
2011-04-01,0.944285714285714
2011-07-01,0.46625
2011-10-01,0.41672131147541
2012-01-01,0.419677419354839
2012-04-01,0.4028125
2012-07-01,0.346666666666667
2012-10-01,0.359508196721311
2013-01-01,0.3915
2013-04-01,0.4334375
2013-07-01,0.7071875
2013-10-01,0.63258064516129
2014-01-01,0.763934426229508
2014-04-01,0.871904761904762
2014-07-01,0.98390625
2014-10-01,0.96758064516129
2015-01-01,0.969672131147541
2015-04-01,0.96890625
2015-07-01,1.02328125
2015-10-01,1.13725806451613
2016-01-01,1.02344262295082
2016-04-01,0.91609375
2016-07-01,0.8496875
2016-10-01,1.23868852459016
2017-01-01,1.51645161290323
2017-04-01,1.47206349206349
2017-07-01,1.51015873015873
2017-10-01,1.81290322580645
2018-01-01,2.30672131147541
2018-04-01,2.6090625
2018-07-01,2.74349206349206
2018-10-01,2.84426229508197
2019-01-01,2.45540983606557
2019-04-01,2.08825396825397
2019-07-01,1.63265625
2019-10-01,1.58967741935484
