"date","EBP"
2010-10-01,-0.159436041170247
2011-01-01,-0.179377904028521
2011-04-01,-0.115249878116594
2011-07-01,0.119859921878126
2011-10-01,0.259395473528398
2012-01-01,-0.000966169676374001
2012-04-01,0.00955708987178532
2012-07-01,-0.0852020202563256
2012-10-01,-0.10379117061902
2013-01-01,-0.0475861247852786
2013-04-01,-0.304960423993352
2013-07-01,-0.0775798472812226
2013-10-01,-0.0503683373916431
2014-01-01,-0.253431243999809
2014-04-01,-0.338637838185284
2014-07-01,-0.279843524029952
2014-10-01,-0.0216963830078992
2015-01-01,-0.15379220518738
2015-04-01,0.06967727136654
2015-07-01,0.384226946267362
2015-10-01,0.539743247948038
2016-01-01,0.820163794548848
2016-04-01,0.187431529549656
2016-07-01,-0.0231607270056323
2016-10-01,-0.351665209053461
2017-01-01,-0.180487009513022
2017-04-01,-0.132674814133654
2017-07-01,-0.158327674797512
2017-10-01,-0.177699950033216
2018-01-01,-0.248537146401526
2018-04-01,-0.150838747541128
2018-07-01,-0.132963317724295
2018-10-01,0.166472292788303
2019-01-01,0.0515113591078239
2019-04-01,0.00796928862499461
2019-07-01,-0.135028107247417
2019-10-01,-0.220930836912465
2020-01-01,0.270882685463055
2020-04-01,0.374203002364754
2020-07-01,-0.144804418065344
2020-10-01,-0.386981475229648
2021-01-01,-0.777930380819874
2021-04-01,-0.495529240958541
2021-07-01,-0.559136101337311
2021-10-01,-0.475167986743391
2022-01-01,-0.476475770180363
2022-04-01,-0.128617919072894
2022-07-01,-0.00345246361011646
2022-10-01,-0.0463677490480618
2023-01-01,-0.116065662979424
2023-04-01,0.183854515053105
2023-07-01,0.0410750908571001
2023-10-01,-0.0134495740351929
2024-01-01,-0.0816490178931919
2024-04-01,-0.104897828999582
2024-07-01,-0.056929795435605
2024-10-01,-0.333981733768176
2025-01-01,-0.178858359646784
2025-04-01,-0.153037988084669
2025-07-01,-0.230839650453082
2025-10-01,-0.245244581416639
2026-01-01,-0.292507938233559
