"date","Treasury_2Y"
1983-01-01,9.54063492063492
1983-04-01,9.75603174603175
1983-07-01,10.85796875
1983-10-01,10.6935
1984-01-01,10.9246774193548
1984-04-01,12.3666666666667
1984-07-01,12.5128571428571
1984-10-01,10.8386885245902
1985-01-01,10.275
1985-04-01,9.4015873015873
1985-07-01,8.89603174603175
1985-10-01,8.53451612903226
1986-01-01,7.77766666666667
1986-04-01,6.9778125
1986-07-01,6.4496875
1986-10-01,6.2758064516129
1987-01-01,6.35114754098361
1987-04-01,7.45
1987-07-01,7.84
1987-10-01,7.99
1988-01-01,7.35161290322581
1988-04-01,7.87730158730159
1988-07-01,8.46515625
1988-10-01,8.70918032786885
1989-01-01,9.41836065573771
1989-04-01,8.943125
1989-07-01,8.08587301587302
1989-10-01,7.85177419354839
1990-01-01,8.36483870967742
1990-04-01,8.57111111111111
1990-07-01,8.09873015873016
1990-10-01,7.60612903225806
1991-01-01,7.036
1991-04-01,6.8940625
1991-07-01,6.52109375
1991-10-01,5.50370967741936
1992-01-01,5.29387096774194
1992-04-01,5.2031746031746
1992-07-01,4.15078125
1992-10-01,4.44467741935484
1993-01-01,4.13311475409836
1993-04-01,3.99571428571429
1993-07-01,3.97390625
1993-10-01,4.085
1994-01-01,4.55967741935484
1994-04-01,5.82677419354839
1994-07-01,6.233125
1994-10-01,7.16262295081967
1995-01-01,7.11451612903226
1995-04-01,6.13174603174603
1995-07-01,5.8615873015873
1995-10-01,5.50290322580645
1996-01-01,5.27016129032258
1996-04-01,6.11078125
1996-07-01,6.1759375
1996-10-01,5.80370967741935
1997-01-01,6.04466666666667
1997-04-01,6.2759375
1997-07-01,5.90375
1997-10-01,5.73451612903226
1998-01-01,5.44967213114754
1998-04-01,5.55809523809524
1998-07-01,5.13609375
1998-10-01,4.37629032258064
1999-01-01,4.8616393442623
1999-04-01,5.28421875
1999-07-01,5.63234375
1999-10-01,5.94822580645161
2000-01-01,6.52634920634921
2000-04-01,6.57269841269841
2000-07-01,6.21698412698413
2000-10-01,5.71903225806452
2001-01-01,4.58016129032258
2001-04-01,4.19174603174603
2001-07-01,3.67622950819672
2001-10-01,2.86709677419355
2002-01-01,3.2005
2002-04-01,3.23390625
2002-07-01,2.23875
2002-10-01,1.88967741935484
2003-01-01,1.64901639344262
2003-04-01,1.4215873015873
2003-07-01,1.67828125
2003-10-01,1.85629032258065
2004-01-01,1.68661290322581
2004-04-01,2.45467741935484
2004-07-01,2.5565625
2004-10-01,2.82241935483871
2005-01-01,3.45491803278689
2005-04-01,3.6459375
2005-07-01,3.95796875
2005-10-01,4.36459016393443
2006-01-01,4.60467741935484
2006-04-01,4.99793650793651
2006-07-01,4.92904761904762
2006-10-01,4.73758064516129
2007-01-01,4.76048387096774
2007-04-01,4.80375
2007-07-01,4.39079365079365
2007-10-01,3.48967741935484
2008-01-01,2.02934426229508
2008-04-01,2.41640625
2008-07-01,2.36
2008-10-01,1.21548387096774
2009-01-01,0.904262295081967
2009-04-01,1.01761904761905
2009-07-01,1.03
2009-10-01,0.877903225806452
2010-01-01,0.917704918032787
2010-04-01,0.873125
2010-07-01,0.53875
2010-10-01,0.487096774193548
2011-01-01,0.693709677419355
2011-04-01,0.561587301587302
2011-07-01,0.27921875
2011-10-01,0.263606557377049
2012-01-01,0.289516129032258
2012-04-01,0.28953125
2012-07-01,0.257777777777778
2012-10-01,0.267540983606557
2013-01-01,0.262833333333333
2013-04-01,0.27015625
2013-07-01,0.3659375
2013-10-01,0.327258064516129
2014-01-01,0.374754098360656
2014-04-01,0.41952380952381
2014-07-01,0.515
2014-10-01,0.536612903225806
2015-01-01,0.604590163934426
2015-04-01,0.61265625
2015-07-01,0.6925
2015-10-01,0.838225806451613
2016-01-01,0.836229508196721
2016-04-01,0.77125
2016-07-01,0.728125
2016-10-01,1.00950819672131
2017-01-01,1.24435483870968
2017-04-01,1.29761904761905
2017-07-01,1.36269841269841
2017-10-01,1.69435483870968
2018-01-01,2.16049180327869
2018-04-01,2.47703125
2018-07-01,2.66587301587302
2018-10-01,2.8027868852459
2019-01-01,2.48508196721311
2019-04-01,2.12793650793651
2019-07-01,1.6859375
2019-10-01,1.59112903225806
