"date","EBP","Treasury_1Y","Treasury_2Y","Treasury_5Y","Treasury_10Y","Unemployment_Rate","dlog_GDP","dlog_CPI","dlog_Government_Spending","dlog_Government_Transfers","dlog_Tax_Revenues"
1983-04-01,0.00825247643954603,9.19095238095238,9.75603174603175,10.237619047619,10.55,10.1333333333333,0.0225001645449137,0.0114982666873722,0.00820179108238239,0.0147332315129844,0.0583989038423409
1983-07-01,-0.120870606714563,10.3028125,10.85796875,11.43140625,11.63640625,9.36666666666667,0.0197923783068283,0.00970394096323002,0.0171078350437464,0.00182648452603473,-0.0279937376947874
1983-10-01,-0.00111718448992001,9.95333333333333,10.6935,11.4128333333333,11.6891666666667,8.53333333333333,0.0206471982740037,0.00994043970525116,-0.0161340029631978,-0.00426699824499099,0.024141342485942
1984-01-01,-0.0307166070103812,10.1888709677419,10.9246774193548,11.6522580645161,11.9545161290323,7.86666666666667,0.0193592971005696,0.01407782293695,0.0105432371892817,0.0424577969773807,0.0367105495434386
1984-04-01,-0.127300090998018,11.5604761904762,12.3666666666667,13.0196825396825,13.2139682539683,7.43333333333333,0.017130055100596,0.00938366374204769,0.0214896915708316,0.0151077829919721,0.0153233913713287
1984-07-01,-0.0295147120078531,11.8169841269841,12.5128571428571,12.8353968253968,12.8731746031746,7.43333333333333,0.00959393118098717,0.0086580627431152,0.00806135143094711,-0.0075253611289483,0.00636489521843853
1984-10-01,-0.139510051594911,10.0470491803279,10.8386885245902,11.5067213114754,11.7606557377049,7.3,0.00817422921914179,0.00858374369139092,0.0207760279452618,0.00405915315246208,0.026365351809547
1985-01-01,-0.0964220672354276,9.39833333333333,10.275,11.1978333333333,11.5865,7.23333333333333,0.00964314731614735,0.00913823910802414,0.0108305814236509,0.0435959214029804,0.0860193780940817
1985-04-01,-0.114064185059154,8.48047619047619,9.4015873015873,10.3255555555556,10.8234920634921,7.3,0.00876620007486117,0.00905548732891415,0.0219496444189922,0.00607568839425721,-0.108434437019138
1985-07-01,0.0291895454402459,7.98603174603175,8.89603174603175,9.77142857142857,10.3355555555556,7.2,0.0151572603738277,0.00619772668722085,0.0225393151020485,0.0362299694959134,0.089251942175248
1985-10-01,0.0930130219039372,7.85645161290323,8.53451612903226,9.23677419354839,9.76612903225806,7.03333333333333,0.00740699182869164,0.0101430099650548,0.00411244302604263,-0.0241882257415202,0.00456913484665122
1986-01-01,0.17906212265104,7.45883333333333,7.77766666666667,8.1655,8.567,7.03333333333333,0.00929415155361291,0.00518530977292375,0.00786965542600448,0.0373775490926,-0.00241282970797574
1986-04-01,0.197131999835022,6.6046875,6.9778125,7.39984375,7.59796875,7.16666666666667,0.00449285554507561,-0.00487954612584129,0.0206298393419653,0.00157109223204088,0.0034192231555874
1986-07-01,0.548309817550707,5.99515625,6.4496875,6.93015625,7.30546875,6.96666666666667,0.00952120945350288,0.00609572140495906,0.0215491341701828,0.040507973478265,0.0213473485035323
1986-10-01,0.562894742140027,5.79790322580645,6.2758064516129,6.75193548387097,7.26403225806452,6.83333333333333,0.00534959416711622,0.00696444904317062,-0.00413912058589894,-0.0187679868418593,0.0440534043509988
1987-01-01,0.482971684335431,5.92655737704918,6.35114754098361,6.74098360655738,7.19540983606557,6.6,0.00739106799354161,0.011997744396643,0.00584825886934759,0.0162522622446124,-0.00528408025903904
1987-04-01,0.0139269963915563,6.76444444444444,7.45,7.94619047619048,8.34269841269841,6.26666666666667,0.0107240675207461,0.0112660545286429,0.00772269911936885,0.00301811094290549,0.126821293302529
1987-07-01,0.222447576896834,7.11859375,7.84,8.418125,8.8696875,6,0.0086343963330755,0.0105572828058769,0.0010484318908528,0.0144604863310542,-0.019966362285305
1987-10-01,-0.169023830948316,7.25161290322581,7.99,8.63241935483871,9.12903225806452,5.83333333333333,0.0170238373325571,0.0092915883340936,0.0148813069492455,0.00296589441337769,0.0202065611197533
1988-01-01,-0.038397512285746,6.77161290322581,7.35161290322581,7.90016129032258,8.41096774193548,5.7,0.00515551288075322,0.00777317862388127,-0.00837797220375514,0.0458242697560536,-0.0121349990253954
1988-04-01,0.0564420556853558,7.30587301587302,7.87730158730159,8.42571428571429,8.91285714285714,5.46666666666667,0.0130547376755246,0.0114058835604061,0.00298059937902551,0.00985229644301189,0.00708051018069344
1988-07-01,0.040822809754483,8.015,8.46515625,8.76859375,9.10359375,5.46666666666667,0.00584259520477559,0.0121179445376303,0.000115186116807386,-0.00093414299179706,0.0186694067514965
